instance_id,agent_count,interaction_level,ordering_index,ordering_seed,agent_order,base_seed,success,termination_reason,execution_time_ms,soc,makespan,conflict_count,pp_low_level_searches,pp_agents_planned
AR0204SR_n10_medium_000,10,medium,4,3052361506312478664,"[8, 3, 4, 7, 1, 9, 2, 5, 0, 6]",2026,True,success,58987.99090005923,2797,497,0,10,10
AR0204SR_n10_medium_000,10,medium,5,8972731538856109815,"[1, 9, 7, 8, 2, 3, 6, 5, 0, 4]",2026,True,success,81295.71079998277,2935,497,0,10,10
AR0204SR_n10_medium_000,10,medium,6,7512946296126628866,"[2, 3, 8, 9, 5, 0, 4, 6, 7, 1]",2026,True,success,79417.68770001363,2935,497,0,10,10
AR0204SR_n10_medium_000,10,medium,7,4200865915526391059,"[4, 9, 2, 7, 0, 6, 1, 3, 5, 8]",2026,True,success,56402.417100034654,2797,497,0,10,10
AR0204SR_n10_medium_000,10,medium,8,7590149449368225787,"[2, 0, 1, 7, 5, 8, 4, 3, 6, 9]",2026,True,success,78842.90100005455,2935,497,0,10,10
AR0204SR_n10_medium_000,10,medium,9,365627426863887340,"[3, 1, 8, 5, 9, 6, 4, 2, 0, 7]",2026,True,success,56063.22669994552,2797,497,0,10,10
AR0204SR_n10_medium_001,10,medium,0,4553083564878407808,"[1, 6, 3, 0, 8, 9, 7, 4, 5, 2]",2026,True,success,29818.959400057793,2567,505,0,10,10
AR0204SR_n10_medium_001,10,medium,1,8615823540895237915,"[6, 0, 2, 8, 5, 9, 4, 1, 3, 7]",2026,True,success,29915.85800005123,2567,505,0,10,10
AR0204SR_n10_medium_001,10,medium,2,513531771858069941,"[4, 9, 5, 7, 0, 2, 6, 8, 1, 3]",2026,True,success,29897.37140003126,2567,505,0,10,10
AR0204SR_n10_medium_001,10,medium,3,7936379045039598461,"[7, 4, 0, 8, 3, 6, 1, 2, 9, 5]",2026,True,success,29938.753299997188,2567,505,0,10,10
AR0204SR_n10_medium_001,10,medium,4,2149819769323602916,"[0, 7, 4, 9, 3, 5, 2, 6, 1, 8]",2026,True,success,29568.95910005551,2567,505,0,10,10
AR0204SR_n10_medium_001,10,medium,5,6005410425560293010,"[4, 7, 6, 5, 1, 9, 8, 2, 0, 3]",2026,True,success,29837.2997000115,2567,505,0,10,10
AR0204SR_n10_medium_001,10,medium,6,4757612758655737057,"[5, 1, 3, 9, 8, 4, 0, 6, 7, 2]",2026,True,success,29769.293699995615,2567,505,0,10,10
AR0204SR_n10_medium_001,10,medium,7,8260116251993572673,"[5, 4, 8, 6, 9, 3, 0, 7, 1, 2]",2026,True,success,29844.93250004016,2567,505,0,10,10
AR0204SR_n10_medium_001,10,medium,8,517814436488807731,"[6, 4, 7, 5, 1, 8, 0, 3, 9, 2]",2026,True,success,29877.23660003394,2567,505,0,10,10
AR0204SR_n10_medium_001,10,medium,9,547228230284421591,"[6, 5, 7, 8, 3, 1, 2, 4, 9, 0]",2026,True,success,30234.92489999626,2567,505,0,10,10
